engine_id,cycle,sensor2,sensor3,sensor4,sensor6,sensor7,sensor8,sensor9,sensor11,sensor12,sensor13,sensor14,sensor15,sensor17,sensor20,sensor21
61,89,642.260,1582.510,1396.370,21.610,554.340,2388.070,9061.860,47.340,522.230,2388.020,8147.230,8.417,392.000,39.050,23.423
61,90,642.210,1587.900,1404.520,21.610,555.150,2388.030,9058.380,47.210,522.010,2388.070,8142.930,8.378,393.000,39.110,23.388
61,91,642.370,1589.640,1398.290,21.610,554.210,2388.050,9058.340,47.180,522.550,2388.040,8139.710,8.410,393.000,38.800,23.386
61,92,642.000,1587.800,1401.470,21.610,554.080,2388.040,9058.160,47.390,522.020,2387.980,8138.770,8.402,392.000,38.940,23.421
61,93,642.000,1586.870,1396.280,21.610,554.150,2388.020,9062.660,47.200,522.270,2388.050,8143.330,8.413,390.000,38.950,23.466
61,94,642.820,1582.000,1396.380,21.610,554.180,2388.060,9056.460,47.370,522.120,2388.030,8141.290,8.402,391.000,38.980,23.365
61,95,642.630,1584.470,1398.670,21.610,554.370,2388.010,9064.190,47.290,522.040,2388.070,8143.060,8.397,392.000,39.020,23.443
61,96,641.620,1584.040,1398.230,21.610,553.980,2388.050,9061.390,47.280,522.140,2388.050,8138.710,8.431,392.000,38.970,23.480
61,97,642.410,1579.940,1399.270,21.610,554.180,2388.030,9055.660,47.390,522.040,2388.020,8140.890,8.449,391.000,38.920,23.383
61,98,641.960,1587.570,1398.530,21.610,555.130,2388.050,9054.430,47.280,522.490,2388.010,8144.060,8.419,393.000,39.080,23.434
61,99,642.370,1590.900,1403.360,21.610,554.380,2388.010,9057.880,47.170,522.720,2387.990,8141.440,8.369,391.000,39.080,23.408
61,100,642.690,1578.910,1396.850,21.610,554.650,2388.040,9057.430,47.260,522.600,2388.000,8138.070,8.391,393.000,38.950,23.420
61,101,642.620,1590.110,1398.840,21.610,553.960,2388.000,9063.700,47.370,522.410,2388.090,8142.410,8.430,392.000,38.900,23.339
61,102,641.550,1585.130,1402.190,21.610,553.980,2388.020,9059.860,47.120,522.540,2388.080,8144.210,8.385,394.000,38.890,23.402
61,103,641.960,1588.470,1397.250,21.610,554.440,2388.020,9058.460,47.200,522.350,2388.050,8142.430,8.426,393.000,38.760,23.352
61,104,642.400,1587.350,1397.830,21.610,554.000,2388.020,9060.360,47.350,522.570,2388.070,8143.370,8.430,393.000,39.060,23.349
61,105,641.590,1582.510,1400.920,21.610,553.740,2388.030,9059.920,47.260,522.110,2388.050,8141.200,8.415,393.000,39.050,23.394
61,106,642.010,1584.720,1404.630,21.610,554.340,2388.080,9070.630,47.290,522.420,2388.120,8142.570,8.424,391.000,38.990,23.402
61,107,642.560,1577.880,1398.530,21.600,554.330,2388.020,9058.210,47.310,521.630,2388.070,8138.820,8.418,391.000,38.910,23.357
61,108,642.410,1585.260,1402.590,21.610,553.980,2388.050,9060.980,47.240,522.520,2388.050,8135.480,8.415,392.000,38.970,23.369
61,109,642.250,1585.130,1406.460,21.610,554.200,2388.000,9056.470,47.320,522.230,2388.100,8137.840,8.388,392.000,39.000,23.365
61,110,641.520,1587.140,1397.780,21.610,554.150,2388.030,9052.390,47.340,521.670,2388.020,8141.590,8.390,393.000,38.910,23.390
61,111,642.640,1587.550,1396.420,21.610,553.270,2388.020,9060.370,47.420,521.690,2388.130,8136.840,8.422,392.000,38.920,23.346
61,112,642.290,1580.310,1404.730,21.610,554.960,2388.110,9062.570,47.160,521.610,2388.100,8138.960,8.401,392.000,39.000,23.458
61,113,642.220,1586.420,1406.710,21.610,554.410,2388.080,9057.440,47.410,521.880,2387.990,8144.080,8.405,392.000,39.070,23.384
61,114,642.500,1596.950,1392.250,21.610,554.260,2388.000,9060.060,47.500,521.820,2388.030,8138.370,8.463,393.000,39.210,23.344
61,115,642.280,1578.340,1405.750,21.610,553.990,2388.040,9062.590,47.260,521.910,2388.020,8135.380,8.413,393.000,38.880,23.230
61,116,642.390,1584.020,1403.280,21.610,553.700,2388.070,9054.360,47.280,522.320,2387.990,8135.510,8.425,392.000,38.870,23.367
61,117,642.480,1589.610,1407.100,21.610,554.760,2388.140,9058.530,47.410,522.180,2388.070,8134.540,8.393,393.000,38.810,23.265
61,118,642.670,1589.200,1399.260,21.610,553.940,2388.110,9057.380,47.460,522.570,2388.030,8138.410,8.403,394.000,38.630,23.352
61,119,642.570,1588.330,1407.420,21.610,553.860,2388.110,9058.200,47.320,521.700,2388.070,8136.100,8.409,393.000,38.950,23.321
61,120,642.790,1588.860,1403.680,21.610,553.740,2388.040,9061.980,47.300,521.670,2388.020,8141.500,8.405,393.000,38.780,23.403
61,121,642.540,1586.190,1396.300,21.610,553.650,2388.080,9057.970,47.440,521.660,2388.070,8136.010,8.393,392.000,38.960,23.389
61,122,642.080,1592.660,1398.860,21.610,553.250,2388.120,9056.110,47.510,521.850,2388.070,8135.740,8.407,393.000,39.210,23.308
61,123,642.790,1580.270,1400.690,21.610,553.900,2388.050,9058.280,47.470,521.610,2388.050,8139.270,8.449,393.000,38.970,23.321
61,124,642.600,1580.150,1405.360,21.610,554.680,2388.060,9054.800,47.350,521.280,2388.080,8131.680,8.381,393.000,39.080,23.423
61,125,642.250,1590.800,1405.230,21.610,553.640,2388.070,9048.060,47.540,521.500,2388.070,8128.000,8.409,392.000,39.010,23.263
61,126,642.650,1587.320,1405.490,21.610,553.570,2388.110,9049.470,47.520,521.410,2388.070,8141.610,8.438,393.000,38.960,23.372
61,127,642.580,1594.830,1409.000,21.610,553.550,2388.110,9055.580,47.350,522.250,2388.080,8135.830,8.425,392.000,38.850,23.319
61,128,642.260,1589.290,1401.690,21.610,553.670,2388.070,9052.420,47.370,521.800,2388.050,8138.980,8.473,392.000,39.000,23.266
61,129,642.430,1587.570,1399.330,21.610,553.060,2388.080,9053.340,47.500,521.770,2388.130,8140.650,8.435,394.000,38.840,23.322
61,130,642.410,1585.210,1402.250,21.610,553.460,2388.140,9054.380,47.450,521.570,2388.080,8141.450,8.394,393.000,38.950,23.379
61,131,642.460,1592.280,1401.760,21.610,552.880,2388.140,9055.450,47.450,521.700,2388.070,8138.710,8.429,394.000,38.760,23.303
61,132,642.000,1588.640,1410.250,21.610,554.090,2388.090,9054.290,47.530,521.730,2388.020,8136.200,8.419,391.000,38.770,23.245
61,133,642.470,1592.350,1400.260,21.610,553.610,2388.110,9048.330,47.240,521.720,2388.080,8139.220,8.433,391.000,39.140,23.184
61,134,642.360,1582.260,1405.940,21.610,553.440,2388.050,9050.270,47.530,521.560,2388.060,8130.960,8.395,394.000,38.820,23.304
61,135,643.210,1596.330,1412.850,21.610,553.220,2388.090,9060.000,47.720,521.410,2388.030,8134.700,8.413,394.000,38.840,23.369
61,136,642.430,1591.760,1405.660,21.610,553.440,2388.100,9058.800,47.540,521.770,2388.080,8130.890,8.469,393.000,38.770,23.244
61,137,642.950,1587.270,1413.210,21.610,553.400,2388.110,9050.480,47.470,521.310,2388.150,8130.410,8.412,392.000,38.690,23.327
61,138,642.610,1598.310,1412.760,21.610,553.160,2388.130,9050.080,47.660,521.400,2388.120,8132.000,8.448,393.000,38.750,23.292
61,139,642.620,1591.710,1403.040,21.610,553.060,2388.150,9057.780,47.540,521.570,2388.150,8122.980,8.459,393.000,38.850,23.251
61,140,642.500,1587.300,1411.600,21.610,553.660,2388.120,9054.730,47.680,521.510,2388.170,8136.420,8.452,393.000,38.890,23.363
61,141,642.500,1587.490,1404.870,21.610,553.330,2388.150,9062.220,47.570,521.390,2388.080,8138.440,8.443,393.000,38.890,23.261
61,142,642.850,1590.690,1407.850,21.610,553.440,2388.140,9051.080,47.600,522.020,2388.100,8125.600,8.431,391.000,38.690,23.321
61,143,642.430,1593.670,1409.010,21.610,552.840,2388.120,9053.950,47.700,520.590,2388.070,8137.110,8.446,393.000,38.940,23.348
61,144,642.580,1588.430,1414.420,21.610,553.640,2388.150,9045.640,47.510,521.910,2388.060,8132.720,8.454,392.000,38.650,23.341
61,145,642.450,1597.180,1415.040,21.610,553.590,2388.110,9052.420,47.640,520.910,2388.130,8131.890,8.411,393.000,38.740,23.294
61,146,642.530,1589.260,1408.490,21.610,553.810,2388.140,9059.520,47.560,521.530,2388.090,8135.620,8.407,392.000,38.770,23.215
61,147,643.100,1594.810,1409.270,21.610,553.280,2388.120,9055.660,47.520,521.490,2388.120,8137.620,8.435,391.000,38.870,23.286
61,148,642.860,1592.120,1406.070,21.610,552.800,2388.100,9046.080,47.740,520.790,2388.140,8133.510,8.467,392.000,38.790,23.279
61,149,643.050,1582.650,1420.790,21.610,553.290,2388.090,9049.530,47.620,521.510,2388.080,8128.390,8.458,393.000,38.670,23.253
61,150,642.940,1598.530,1415.220,21.610,552.490,2388.080,9056.410,47.640,520.900,2388.120,8132.810,8.462,392.000,38.650,23.193
61,151,642.880,1595.610,1402.920,21.610,553.620,2388.150,9051.670,47.660,521.570,2388.110,8135.520,8.430,393.000,38.830,23.236
61,152,642.620,1592.970,1411.750,21.610,553.270,2388.190,9051.300,47.750,520.780,2388.110,8129.260,8.445,394.000,38.660,23.210
61,153,642.380,1584.550,1412.920,21.610,553.780,2388.180,9052.160,47.470,520.770,2388.170,8128.560,8.507,393.000,38.750,23.353
61,154,643.680,1592.900,1413.980,21.610,552.810,2388.170,9049.590,47.640,521.380,2388.200,8135.420,8.439,394.000,38.770,23.314
61,155,642.720,1597.170,1411.100,21.610,552.580,2388.080,9050.470,47.620,521.020,2388.170,8128.720,8.473,393.000,38.720,23.168
61,156,642.850,1599.960,1414.850,21.610,552.400,2388.100,9049.660,47.840,520.860,2388.130,8126.220,8.434,395.000,38.930,23.223
61,157,642.900,1592.840,1408.910,21.610,551.730,2388.140,9053.100,47.630,520.340,2388.230,8127.210,8.463,395.000,38.690,23.162
61,158,642.990,1590.460,1410.700,21.610,552.910,2388.160,9048.460,47.520,520.500,2388.090,8131.090,8.454,394.000,38.870,23.182
61,159,642.730,1593.460,1412.190,21.610,552.530,2388.190,9047.980,47.840,521.230,2388.160,8127.940,8.496,394.000,38.530,23.121
61,160,642.790,1593.670,1412.200,21.610,552.360,2388.130,9046.520,47.740,520.170,2388.220,8125.520,8.471,393.000,38.730,23.219
61,161,642.440,1595.510,1420.180,21.610,552.290,2388.180,9049.070,47.780,520.830,2388.170,8126.640,8.461,394.000,38.660,23.231
61,162,643.000,1588.710,1408.610,21.610,552.790,2388.180,9049.900,47.710,520.780,2388.170,8126.220,8.453,395.000,38.810,23.188
61,163,642.880,1603.460,1414.800,21.610,552.500,2388.120,9054.770,47.720,520.740,2388.180,8128.850,8.473,395.000,38.550,23.240
61,164,642.630,1595.290,1418.160,21.610,552.180,2388.180,9045.260,47.730,520.480,2388.210,8123.760,8.492,394.000,38.560,23.195
61,165,643.410,1592.720,1424.720,21.610,551.710,2388.200,9045.800,47.960,520.770,2388.160,8123.380,8.499,396.000,38.560,23.255
61,166,643.190,1588.260,1417.550,21.610,552.320,2388.180,9043.710,47.870,520.720,2388.230,8123.500,8.435,394.000,38.500,23.154
61,167,642.910,1598.370,1420.920,21.610,552.450,2388.230,9039.300,47.730,520.420,2388.260,8120.200,8.465,395.000,38.710,23.273
61,168,643.160,1596.010,1421.040,21.610,552.310,2388.220,9044.530,48.000,520.980,2388.180,8122.820,8.497,394.000,38.610,23.365
61,169,642.980,1597.450,1415.840,21.610,551.960,2388.200,9047.950,47.890,520.300,2388.240,8119.220,8.475,397.000,38.700,23.225
61,170,643.340,1594.380,1420.640,21.610,552.610,2388.240,9050.070,47.620,520.710,2388.200,8128.830,8.499,397.000,38.720,23.021
61,171,643.460,1596.990,1422.420,21.610,551.070,2388.230,9044.710,47.850,520.490,2388.220,8128.250,8.470,396.000,38.440,23.193
61,172,643.260,1602.370,1416.400,21.610,552.330,2388.230,9041.210,47.890,520.440,2388.240,8119.730,8.488,395.000,38.620,23.105
61,173,643.770,1597.090,1423.020,21.610,551.950,2388.250,9046.240,48.020,520.460,2388.220,8120.920,8.464,395.000,38.500,23.142
61,174,643.320,1603.310,1422.980,21.610,551.880,2388.250,9041.330,48.070,520.290,2388.280,8121.830,8.486,396.000,38.540,23.066
61,175,643.190,1597.030,1424.300,21.610,551.690,2388.280,9047.520,48.000,520.110,2388.250,8113.570,8.494,396.000,38.500,23.143
61,176,643.430,1596.560,1431.190,21.610,551.450,2388.270,9042.440,48.160,519.800,2388.280,8116.740,8.538,396.000,38.520,23.104
61,177,643.120,1599.930,1419.310,21.610,551.770,2388.250,9047.940,47.940,519.550,2388.240,8117.730,8.509,394.000,38.640,23.214
61,178,643.610,1595.910,1420.180,21.610,551.920,2388.270,9036.280,47.950,519.760,2388.300,8115.330,8.461,396.000,38.580,23.199
61,179,643.280,1598.900,1428.140,21.610,550.750,2388.280,9041.050,48.190,519.700,2388.260,8113.120,8.499,395.000,38.660,23.098
61,180,643.520,1599.750,1421.910,21.610,550.730,2388.270,9043.280,48.020,519.330,2388.360,8113.010,8.514,394.000,38.450,23.004
61,181,643.780,1604.190,1420.720,21.610,552.090,2388.300,9044.230,48.100,519.440,2388.230,8113.370,8.503,395.000,38.460,23.110
61,182,644.060,1606.300,1430.190,21.610,551.300,2388.300,9038.760,48.190,519.720,2388.330,8116.310,8.529,396.000,38.600,22.985
61,183,643.480,1609.910,1423.400,21.610,551.480,2388.280,9034.330,48.210,519.650,2388.310,8113.640,8.537,395.000,38.550,23.132
61,184,643.930,1596.350,1425.730,21.610,551.310,2388.260,9038.330,48.250,519.620,2388.320,8111.090,8.522,396.000,38.530,23.141
61,185,643.390,1604.830,1426.000,21.610,551.120,2388.260,9038.930,48.230,519.820,2388.270,8109.390,8.519,397.000,38.340,22.984
62,1,642.770,1588.200,1413.200,21.610,553.040,2388.070,9060.260,47.550,521.520,2388.100,8140.430,8.448,392.000,38.940,23.237
62,2,642.530,1580.220,1412.820,21.610,553.680,2388.080,9058.770,47.500,520.920,2388.100,8139.120,8.451,394.000,38.860,23.308
62,3,642.520,1589.380,1408.060,21.610,553.070,2388.080,9055.760,47.680,521.570,2388.090,8137.360,8.447,394.000,38.880,23.285
62,4,642.550,1592.700,1414.490,21.610,553.180,2388.130,9054.510,47.390,521.350,2388.100,8135.160,8.473,394.000,38.830,23.382
62,5,642.480,1594.580,1406.660,21.610,553.200,2388.090,9057.340,47.460,521.810,2388.120,8135.800,8.447,394.000,38.700,23.302
62,6,642.550,1588.810,1411.510,21.610,553.500,2388.130,9053.970,47.550,521.850,2388.130,8133.350,8.474,393.000,38.840,23.278
62,7,642.440,1590.910,1410.770,21.610,553.270,2388.130,9049.310,47.560,521.580,2388.080,8137.800,8.461,394.000,38.830,23.342
62,8,642.470,1594.190,1408.830,21.610,553.540,2388.110,9051.550,47.450,520.610,2388.090,8136.480,8.461,393.000,39.010,23.204
62,9,642.610,1590.490,1407.770,21.610,553.900,2388.060,9059.340,47.520,521.920,2388.140,8137.480,8.434,394.000,38.800,23.301
62,10,642.000,1594.780,1406.070,21.610,553.380,2388.100,9056.020,47.830,520.740,2388.120,8138.600,8.435,393.000,38.720,23.320
62,11,643.000,1588.030,1411.290,21.610,553.090,2388.130,9053.530,47.740,521.050,2388.100,8134.020,8.464,393.000,38.710,23.313
62,12,642.500,1587.150,1411.100,21.610,553.510,2388.090,9060.590,47.530,521.080,2388.160,8138.420,8.451,392.000,38.880,23.189
62,13,642.910,1585.280,1412.850,21.610,553.580,2388.170,9067.540,47.800,521.170,2388.140,8136.130,8.462,392.000,38.730,23.238
62,14,642.750,1595.560,1406.940,21.610,552.910,2388.060,9055.200,47.600,521.840,2388.110,8137.320,8.451,392.000,38.690,23.304
62,15,642.660,1591.300,1406.980,21.610,553.610,2388.150,9054.870,47.630,521.170,2388.090,8133.700,8.449,393.000,38.790,23.268
62,16,642.490,1590.600,1415.430,21.610,553.460,2388.100,9055.030,47.610,521.400,2388.110,8132.830,8.496,392.000,38.810,23.208
62,17,642.790,1594.190,1398.210,21.610,553.150,2388.120,9059.330,47.460,521.730,2388.200,8138.530,8.417,391.000,38.880,23.337
62,18,643.010,1591.880,1406.250,21.610,552.930,2388.110,9057.930,47.700,521.420,2388.060,8141.700,8.404,394.000,38.710,23.327
62,19,642.360,1582.750,1407.260,21.610,553.630,2388.170,9053.460,47.740,521.140,2388.080,8137.020,8.430,393.000,38.860,23.289
62,20,642.910,1585.240,1414.270,21.610,553.650,2388.080,9060.280,47.630,521.210,2388.130,8133.290,8.468,394.000,38.810,23.155
62,21,642.530,1590.730,1409.230,21.610,553.390,2388.170,9070.010,47.550,521.330,2388.130,8136.160,8.454,393.000,38.740,23.193
62,22,642.210,1591.230,1407.090,21.610,552.390,2388.080,9055.420,47.570,521.410,2388.160,8138.100,8.483,392.000,38.800,23.391
62,23,642.350,1593.990,1404.890,21.610,553.130,2388.130,9058.760,47.530,521.000,2388.100,8134.110,8.426,392.000,38.810,23.310
62,24,643.050,1589.140,1408.050,21.610,553.060,2388.100,9061.700,47.610,521.330,2388.090,8137.200,8.479,393.000,38.860,23.337
62,25,642.630,1592.980,1406.740,21.610,552.470,2388.080,9050.070,47.620,521.260,2388.090,8137.390,8.410,394.000,39.020,23.261
62,26,643.040,1593.210,1408.690,21.610,552.640,2388.110,9056.430,47.500,521.390,2388.070,8139.420,8.444,393.000,38.920,23.260
62,27,643.020,1594.890,1414.840,21.610,553.170,2388.130,9056.940,47.430,521.040,2388.150,8132.020,8.432,393.000,38.830,23.215
62,28,642.370,1587.160,1409.020,21.610,552.980,2388.120,9053.390,47.400,521.340,2388.130,8135.560,8.438,393.000,38.850,23.273
62,29,642.780,1595.360,1410.110,21.610,553.330,2388.190,9060.390,47.600,521.770,2388.150,8139.180,8.488,393.000,38.770,23.263
62,30,642.500,1591.940,1412.140,21.610,552.990,2388.120,9060.530,47.650,521.750,2388.130,8136.550,8.414,393.000,38.670,23.330
62,31,643.110,1598.060,1410.570,21.610,552.630,2388.100,9060.520,47.590,521.220,2388.060,8134.150,8.418,393.000,38.760,23.173
62,32,642.680,1591.310,1411.310,21.610,553.470,2388.150,9057.440,47.500,521.200,2388.110,8137.750,8.449,392.000,38.990,23.333
62,33,642.240,1590.590,1411.030,21.610,553.950,2388.140,9050.120,47.620,521.380,2388.050,8140.600,8.451,393.000,38.840,23.291
62,34,642.250,1590.120,1416.580,21.610,553.160,2388.150,9056.040,47.490,521.410,2388.160,8134.030,8.476,393.000,38.940,23.222
62,35,642.880,1591.240,1409.620,21.610,553.990,2388.080,9052.100,47.620,520.870,2388.120,8133.940,8.433,393.000,38.800,23.297
62,36,642.470,1584.890,1409.300,21.610,552.420,2388.050,9056.560,47.450,521.540,2388.110,8139.770,8.422,392.000,38.830,23.368
62,37,642.200,1592.170,1411.420,21.610,552.750,2388.150,9056.320,47.690,521.300,2388.100,8139.220,8.449,393.000,38.670,23.265
62,38,642.240,1590.420,1413.170,21.610,553.030,2388.110,9058.600,47.830,520.720,2388.120,8138.510,8.450,392.000,38.980,23.315
62,39,642.790,1594.870,1414.580,21.610,553.800,2388.120,9060.090,47.780,521.030,2388.110,8141.650,8.479,394.000,38.880,23.231
62,40,643.090,1590.730,1404.550,21.610,553.290,2388.120,9058.080,47.730,521.360,2388.120,8131.410,8.441,394.000,38.900,23.325
62,41,642.240,1596.100,1406.870,21.610,553.310,2388.100,9059.220,47.760,521.340,2388.120,8139.530,8.444,393.000,38.880,23.316
62,42,642.510,1596.250,1407.300,21.610,553.490,2388.130,9056.640,47.590,521.520,2388.130,8136.730,8.442,395.000,38.830,23.343
62,43,643.390,1584.800,1409.410,21.610,552.970,2388.130,9057.270,47.530,521.220,2388.150,8135.260,8.448,394.000,38.800,23.255
62,44,642.640,1593.480,1409.520,21.610,554.170,2388.130,9055.180,47.630,521.570,2388.150,8136.900,8.441,394.000,38.830,23.268
62,45,642.690,1586.300,1409.730,21.610,553.620,2388.120,9050.900,47.470,521.520,2388.060,8131.780,8.449,394.000,38.800,23.306
62,46,643.050,1596.440,1410.740,21.610,553.580,2388.110,9061.540,47.550,520.980,2388.110,8137.630,8.468,394.000,38.740,23.235
62,47,642.510,1595.960,1413.370,21.610,553.010,2388.100,9059.600,47.620,521.190,2388.060,8137.720,8.453,393.000,38.830,23.291
62,48,642.340,1593.000,1410.810,21.610,554.080,2388.100,9057.600,47.440,520.990,2388.090,8136.210,8.463,393.000,38.740,23.281
62,49,643.120,1582.680,1416.110,21.610,552.940,2388.100,9060.980,47.530,521.220,2388.110,8136.290,8.424,394.000,38.850,23.383
62,50,642.400,1580.850,1414.340,21.610,553.180,2388.100,9049.710,47.550,521.410,2388.090,8140.280,8.426,393.000,38.780,23.365
62,51,642.500,1586.580,1412.150,21.610,553.540,2388.100,9053.410,47.550,521.330,2388.170,8138.740,8.470,394.000,38.620,23.298
62,52,642.830,1584.120,1408.300,21.610,553.080,2388.130,9058.360,47.670,521.120,2388.140,8134.770,8.426,394.000,38.840,23.322
62,53,642.670,1592.030,1400.450,21.610,553.630,2388.110,9051.450,47.780,521.630,2388.170,8133.820,8.458,394.000,38.830,23.205
62,54,642.910,1590.540,1402.890,21.610,553.110,2388.050,9066.160,47.630,521.170,2388.160,8136.770,8.421,393.000,38.780,23.218
62,55,643.170,1597.460,1411.690,21.610,552.850,2388.140,9053.270,47.540,520.970,2388.130,8135.270,8.489,394.000,38.700,23.165
62,56,642.620,1597.660,1413.290,21.610,553.010,2388.070,9052.820,47.600,521.320,2388.090,8137.080,8.461,395.000,38.740,23.233
62,57,642.590,1592.830,1411.370,21.610,552.520,2388.050,9055.150,47.610,521.000,2388.130,8133.350,8.449,394.000,38.920,23.314
62,58,643.420,1591.580,1414.190,21.610,553.430,2388.150,9063.380,47.630,521.240,2388.090,8138.870,8.435,395.000,38.740,23.348
62,59,642.670,1590.460,1414.860,21.610,553.000,2388.120,9059.450,47.690,521.220,2388.110,8131.140,8.457,395.000,38.830,23.270
62,60,642.480,1590.010,1400.120,21.610,552.690,2388.130,9058.950,47.600,521.440,2388.130,8136.980,8.490,392.000,38.780,23.248
62,61,642.640,1599.650,1411.670,21.610,553.280,2388.150,9064.750,47.680,521.010,2388.120,8134.480,8.444,394.000,38.830,23.219
62,62,641.870,1592.340,1407.170,21.610,552.880,2388.050,9052.720,47.670,520.870,2388.130,8132.970,8.464,393.000,38.840,23.219
62,63,642.950,1595.390,1406.490,21.610,553.110,2388.150,9051.740,47.770,520.940,2388.140,8137.690,8.421,395.000,38.880,23.199
62,64,642.850,1589.330,1408.970,21.610,553.730,2388.130,9060.320,47.610,521.000,2388.100,8129.880,8.468,395.000,38.550,23.198
62,65,642.760,1586.380,1409.100,21.610,553.120,2388.070,9060.000,47.620,521.210,2388.160,8136.100,8.429,393.000,38.730,23.245
62,66,642.880,1590.080,1411.810,21.610,553.460,2388.140,9049.810,47.670,521.140,2388.160,8133.820,8.435,395.000,38.830,23.300
62,67,643.300,1589.330,1414.170,21.610,553.590,2388.130,9056.550,47.750,521.670,2388.110,8134.340,8.475,393.000,38.970,23.292
62,68,642.670,1586.540,1409.610,21.610,553.430,2388.100,9057.220,47.520,521.120,2388.090,8133.040,8.425,393.000,38.880,23.195
62,69,642.970,1600.870,1410.200,21.610,553.300,2388.090,9060.400,47.610,520.790,2388.140,8133.030,8.440,393.000,38.750,23.341
62,70,642.730,1599.060,1404.950,21.610,553.530,2388.170,9058.520,47.560,520.910,2388.150,8133.120,8.467,392.000,38.760,23.306
62,71,643.330,1588.170,1406.700,21.610,553.550,2388.090,9059.100,47.520,520.920,2388.110,8132.860,8.438,393.000,38.940,23.356
62,72,643.050,1592.310,1416.160,21.610,552.580,2388.170,9055.270,47.670,521.200,2388.160,8129.170,8.481,393.000,38.620,23.266
62,73,642.060,1590.580,1412.890,21.610,552.580,2388.100,9054.890,47.720,521.110,2388.120,8137.560,8.431,394.000,38.740,23.315
62,74,642.770,1591.980,1414.850,21.610,553.090,2388.080,9060.160,47.580,521.050,2388.160,8143.480,8.483,394.000,38.710,23.316
62,75,642.950,1589.640,1413.870,21.610,552.500,2388.160,9056.660,47.640,521.580,2388.140,8134.320,8.454,394.000,38.650,23.385
62,76,643.060,1593.760,1412.050,21.610,552.440,2388.210,9057.200,47.610,521.180,2388.130,8133.030,8.465,394.000,38.920,23.277
62,77,642.880,1589.940,1416.650,21.610,553.350,2388.160,9054.120,47.560,521.860,2388.110,8135.260,8.429,393.000,38.730,23.238
62,78,643.390,1587.900,1409.140,21.610,552.790,2388.150,9057.910,47.600,521.440,2388.080,8137.560,8.423,394.000,38.840,23.364
62,79,642.510,1587.180,1411.400,21.610,552.170,2388.130,9047.970,47.810,521.480,2388.180,8140.060,8.405,394.000,38.720,23.353
62,80,642.850,1591.430,1418.280,21.610,553.450,2388.140,9058.310,47.690,521.120,2388.160,8135.160,8.447,393.000,38.900,23.227
62,81,642.630,1594.070,1413.660,21.610,552.720,2388.100,9049.850,47.640,521.380,2388.140,8141.270,8.443,393.000,38.730,23.258
62,82,642.620,1598.450,1413.040,21.610,553.370,2388.160,9056.910,47.620,520.890,2388.130,8131.660,8.429,392.000,38.880,23.227
62,83,642.220,1591.260,1413.150,21.610,553.920,2388.110,9058.680,47.570,521.140,2388.130,8133.060,8.456,393.000,38.690,23.246
62,84,642.920,1594.760,1410.540,21.610,553.960,2388.130,9053.850,47.490,521.220,2388.130,8135.000,8.420,394.000,38.700,23.146
62,85,642.790,1599.030,1413.380,21.610,553.770,2388.110,9054.500,47.620,521.380,2388.150,8136.470,8.493,394.000,38.860,23.340
62,86,643.220,1589.180,1407.390,21.610,553.340,2388.170,9052.090,47.560,520.780,2388.070,8139.220,8.452,393.000,38.550,23.173
62,87,643.070,1588.570,1419.230,21.610,553.190,2388.110,9057.720,47.840,520.880,2388.170,8136.580,8.423,393.000,38.730,23.241
62,88,642.630,1590.160,1405.560,21.610,553.050,2388.070,9054.820,47.640,521.570,2388.110,8135.630,8.489,393.000,38.770,23.160
62,89,642.720,1586.410,1410.790,21.610,553.940,2388.160,9054.960,47.740,520.940,2388.110,8132.350,8.443,393.000,38.640,23.237
62,90,642.680,1595.350,1408.340,21.610,552.050,2388.110,9058.310,47.670,520.840,2388.140,8138.330,8.425,395.000,38.810,23.208
62,91,642.860,1592.300,1412.590,21.610,553.070,2388.110,9055.670,47.710,521.040,2388.190,8144.400,8.472,394.000,38.780,23.247
62,92,643.390,1595.100,1408.100,21.610,553.080,2388.120,9058.910,47.780,521.230,2388.150,8128.010,8.463,391.000,38.870,23.178
62,93,642.680,1595.480,1405.980,21.610,552.800,2388.130,9055.380,47.790,520.770,2388.120,8137.760,8.461,395.000,38.810,23.244
62,94,643.020,1594.510,1407.310,21.610,553.050,2388.160,9055.520,47.490,521.310,2388.130,8136.110,8.460,394.000,38.450,23.147
62,95,642.980,1598.530,1411.220,21.610,552.810,2388.140,9052.380,47.530,521.120,2388.110,8135.560,8.495,394.000,38.840,23.225
62,96,642.760,1592.770,1416.870,21.610,553.190,2388.150,9050.480,47.680,521.080,2388.140,8133.410,8.440,395.000,38.600,23.227
62,97,642.670,1595.830,1418.070,21.610,552.970,2388.160,9063.280,47.700,520.660,2388.150,8132.150,8.495,393.000,38.830,23.259
62,98,642.520,1589.760,1409.980,21.610,553.350,2388.140,9060.920,47.770,521.130,2388.040,8135.830,8.461,393.000,38.810,23.206
62,99,642.780,1594.260,1415.340,21.610,553.140,2388.220,9056.320,47.640,520.810,2388.200,8134.350,8.475,395.000,38.690,23.155
62,100,642.750,1599.320,1410.550,21.610,552.840,2388.120,9058.000,47.710,521.080,2388.190,8137.610,8.448,395.000,38.890,23.176
62,101,643.100,1597.380,1414.790,21.610,553.150,2388.180,9050.880,47.620,521.340,2388.150,8128.930,8.464,393.000,38.650,23.202
